kingdom	phylum	class	order	family	genus
OTU_17438	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_17457	k__Bacteria					
OTU_17465	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_17468	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_17470	k__Bacteria					
OTU_17472	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_17481	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_17482	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_17489	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_17500	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_17523	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_17529	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_17530	k__Bacteria					
OTU_17563	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_17566	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales		
OTU_17570	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_17576	k__Bacteria					
OTU_17579	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17584	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_17594	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17628	k__Bacteria	p__Bacteroidetes	c__Bacteroidia			
OTU_17631	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_17633	k__Bacteria					
OTU_17636	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_17648	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_17653	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_17658	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_17672	k__Bacteria					
OTU_17676	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_17684	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17685	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_17701	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_17745	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17750	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_17751	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_17762	k__Bacteria					
OTU_17766	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales		
OTU_17771	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_17787	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_17800	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_17820	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17822	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_17834	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_17837	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_17844	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_17848	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_17854	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_17864	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_17880	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_17908	k__Bacteria					
OTU_17919	k__Bacteria					
OTU_17920	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_17946	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_17953	k__Bacteria	p__Bacteroidetes	c__Bacteroidia			
OTU_17956	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17964	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_17967	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17980	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17986	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_17993	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18004	k__Bacteria					
OTU_18007	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18031	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18042	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_18045	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18050	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18072	k__Bacteria	p__Deinococcus-Thermus	c__Deinococci	o__Deinococcales	f__Deinococcaceae	
OTU_18077	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_18079	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_18083	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18087	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18088	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_18095	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	
OTU_18118	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18131	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_18137	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18142	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18173	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_18183	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales		
OTU_18189	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18192	k__Bacteria					
OTU_18200	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_18204	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18210	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18221	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_18227	k__Bacteria					
OTU_18232	k__Bacteria	p__Firmicutes				
OTU_18233	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_18251	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_18254	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18260	k__Bacteria	p__Firmicutes				
OTU_18261	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_18262	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18266	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18268	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_18271	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18272	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_18278	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_18281	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_18309	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18312	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_18325	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	
OTU_18330	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XIII	
OTU_18345	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_18346	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18351	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18353	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18379	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_18392	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18394	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18408	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_18412	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_18414	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_18419	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18426	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_18439	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18471	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_18473	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_18475	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_18483	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18495	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18497	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18506	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_18508	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18525	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18567	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18578	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	
OTU_18579	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18596	k__Bacteria					
OTU_18601	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_18629	k__Bacteria	p__Firmicutes				
OTU_18639	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18643	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_18644	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_18652	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	
OTU_18659	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_18664	k__Bacteria	p__Bacteroidetes	c__Bacteroidia			
OTU_18693	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18701	k__Bacteria	p__Deinococcus-Thermus	c__Deinococci	o__Deinococcales	f__Deinococcaceae	
OTU_18707	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	
OTU_18708	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_18714	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_18736	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_18737	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_18744	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18750	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18760	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18764	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_18768	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18778	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Hydrogenophilales	f__Hydrogenophilaceae	
OTU_18786	k__Bacteria					
OTU_18788	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18791	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18801	k__Bacteria	p__Firmicutes				
OTU_18803	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiales_incertae_sedis	
OTU_18822	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_18823	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_18834	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	
OTU_18852	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18855	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XIII	
OTU_18880	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18883	k__Bacteria					
OTU_18888	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_18908	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_18914	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18933	k__Bacteria	p__Firmicutes				
OTU_18935	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_18943	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_18949	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_18952	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18959	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_18962	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_18966	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales		
OTU_18967	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_18977	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_18978	k__Bacteria					
OTU_19024	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19025	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19029	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_19049	k__Bacteria					
OTU_19070	k__Bacteria	p__Firmicutes				
OTU_19091	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_19093	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19100	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19111	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_19113	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_19127	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_19137	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_19138	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_19141	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19144	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_19154	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	
OTU_19162	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_19167	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_19172	k__Bacteria	p__Proteobacteria				
OTU_19192	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_19196	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_19199	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19201	k__Bacteria	p__Firmicutes				
OTU_19207	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_19209	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_19216	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19221	k__Bacteria					
OTU_19227	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19231	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	
OTU_19235	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19238	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19247	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_19279	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19284	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_19288	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_19291	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_19307	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19323	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_19330	k__Bacteria					
OTU_19352	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19356	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_19367	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_19380	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19385	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_19387	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_19391	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19393	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_19397	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19403	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_19418	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_19419	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	
OTU_19432	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_19434	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19444	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19446	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19455	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19456	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19460	k__Bacteria					
OTU_19467	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_19479	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19490	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales		
OTU_19504	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19511	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_19517	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19520	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19522	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	
OTU_19523	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19524	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19531	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_19533	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19541	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19548	k__Bacteria					
OTU_19564	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19587	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19588	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19594	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_19599	k__Bacteria	p__Deinococcus-Thermus	c__Deinococci	o__Deinococcales	f__Deinococcaceae	
OTU_19602	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19605	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19619	k__Bacteria					
OTU_19640	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19651	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_19653	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_19656	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_19674	k__Bacteria	p__Firmicutes				
OTU_19677	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_19691	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_19714	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19720	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_19728	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19732	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19741	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19744	k__Bacteria					
OTU_19749	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_19752	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19756	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_19761	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19770	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_19800	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19812	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19815	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_19824	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_19839	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_19854	k__Bacteria					
OTU_19858	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_19870	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19875	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_19876	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19879	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_19881	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_19888	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19915	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_19923	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_19953	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_19956	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_19966	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_19980	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_19990	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_19993	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_20005	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_20014	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_20017	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_20018	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_20020	k__Bacteria					
OTU_20028	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_20042	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_20055	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_20062	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_20063	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_20064	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_20078	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
